PARTY,CONSTITUENCY,NAME,SENTIMENT,SYMBOL,GENDER,REVIEWS,
BJP,ALLAHABAD,Rita Bahuguna Joshi,1,Lotus,FEMALE,Modi-Yogi partnership is fulfilling the Dream of Uttar Pradesh i.e. ONE DISTRICT ONE MEDICAL COLLEGE ,
SP,ALLAHABAD,Rajendra Singh Patel,0,Bicycle,MALE,No agenda set for bufflo. #7bufflo quit #sputtarpradesh.,
INC,ALLAHABAD,Yogesh Shukla,1,Hand,MALE, #INCUttarPradesh will do everything to create divide making Hidnus with dalit card being played prominently with #BhimArmyYou will see big attempts to provoke dalits & many more cases will be created to generate unrest among #Dalits,
CPI(M),ALLAHABAD,Girdhar Gopal Tripathi,1,Ears of Corn And Sickle,MALE,The CPI(M) State committee has publicly censured former Public Works,
BJP,ALMORA,Ajay Tamta,1,Lotus,MALE,Uttarakhand reaches new heights due to the efforts of PM Modi,
INC,ALMORA,Pradeep Tamta,0,Hand,MALE,Do not make students your weapons.Do not play such games with YOUTH.OPEN ALMORA MEDICAL COLLEGE.Future of many students are at stake.,
NOTA,ALMORA,NOTA,1,,,The party was ok,
BSP,ALMORA,Sunder Dhoni (Advocate),1,Elephant,MALE,BSP Telangana team continue doing good efforts for capture the power in 2023 . Jai Bhim Jai Bharat,
BJP,ALWAR,Balak Nath,1,Lotus,MALE,Strong and Positive Response from citizens and party workers . Heading towards a Clean Sweep Win !,
INC,ALWAR,Bhanwar Jitendra Singh,1,Hand,MALE,Stop this nonsense.....We Want Justice,
BSP,ALWAR,Imran Khan,1,Elephant,MALE,BSP Telangana team continue doing good efforts for capture the power in 2023 . Jai Bhim Jai Bharat,
YSRCP,AMALAPURAM,CHINTA ANURADHA,1,Ceiling Fan,FEMALE,Need solutions for people during floods. The condition  is so bad during floods,
TDP,AMALAPURAM,GANTI HARISH MADHUR (BALAYOGI),1,Bicycle,MALE,"Changeâ€™ Started In Andhra PradeshJagan should be very worried!For the position of not contesting elections only a few months ago to tight contest at many places, TDP has clearly improved.",
JnP,AMALAPURAM,D M R SEKHAR,1,Glass Tumbler,MALE,Janaseena party has collide with any other party Cannot sustain on its own,
NOTA,AMALAPURAM,NOTA,0,,,"Best thing about blind followers is that  they can defend any action of their leader. If 1st they were defending something which later will be taken back later they will defend that also with some lament.Best option is to do ""None of the above"" ",
BJP,AMBALA,RATTAN LAL KATARIA,1,Lotus,MALE,Only BJP is best for now in India,
INC,AMBALA,SELJA,1,Hand,FEMALE,"Mark my words, the Govt will have to take back the anti-farm laws.",
BSP,AMBALA,NARESH KUMAR,1,Elephant,MALE,BSP is only Dalit's power,
INLD,AMBALA,RAM PAL,0,Spectacles,MALE,"No money for sportsmen , but enough for Ministers trips !  ",
BSP,AMBEDKAR NAGAR,Ritesh Pandey,1,Elephant,MALE,"Only BSP's Political power is master key,for every India",
BJP,AMBEDKAR NAGAR,Mukut Bihari,1,Lotus,MALE,BJP best party ,
SBSP,AMBEDKAR NAGAR,Rakesh,1,Walking Stick,MALE,"SP-SBSPÂ announce alliance for 2022 UP polls, say people will drive out BJP from state When red and yellow colours of the SPÂ ",
NOTA,AMBEDKAR NAGAR,NOTA,1,,,The party is  cooperating with public,
BJP,AMETHI,Smriti Irani,1,Lotus,FEMALE,Only BJP is best for now in India,
INC,AMETHI,Rahul Gandhi,0,Hand,MALE,Poor do not get free ration,
IND,AMRAVATI,Navnit Ravi Rana,1,Spanner,FEMALE,You will see big attempts to provoke dalits & many more cases will be created to generate unrest among #Dalits.This is bad,
SHS,AMRAVATI,Adsul Anandrao Vithoba,1,Bow and Arrow,MALE,"Shiv Sena youth president and the grandson of Bal Thackeray, Aaditya Thackeray confirmed he will be contesting the upcoming Maharashtra assembly election. With this, Aadtiya will become the first Thackeray to contest an election",
VBA,AMRAVATI,Gunwant Deopare,0,Whistle,MALE,The petrol has raising day by day leading trouble for everyone,
BSP,AMRAVATI,Arun Motiramji Wankhade,1,Elephant,MALE,It is public power,
BJP,AMRELI,Kachhadiya Naranbhai Bhikhabhai,1,Lotus,MALE,BJP government helped farmers alot want same to continue in future years,
INC,AMRELI,Paresh Dhanani,0,Hand,MALE,Children Risks their life to reach School in Kheda Gujarat.,
NOTA,AMRELI,NOTA,0,,,Voting BJP is better than doing to NOTA,
BSP,AMRELI,Chauhan Ravjibhai Mulabhai,1,Elephant,MALE,Political power is master key,
INC,AMRITSAR,GURJEET SINGH AUJLA,0,Hand,MALE,Poor do not get free ration Major drawback,
BJP,AMRITSAR,HARDEEP SINGH PURI,1,Lotus,MALE,"Many events,campaings were done for the good develoment of the country .Good",
AAP,AMRITSAR,KULDIP SINGH DHALIWAL,1,Broom,MALE,"Punjab is against AamAadmiParty,don't even dream about it Mr ArvindKejriwal",
CPI(M),AMRITSAR,DASWINDER KAUR,0,Ears of Corn And Sickle,FEMALE,"He alleged that during the peak COVID-19 crisis, when common man was having difficulty in getting a proper meal",
NOTA,AMRITSAR,NOTA,0,,,The party is not co-operative,
BSP,AMROHA,KUNWAR DANISH ALI,1,Elephant,MALE,This is insane. Democracies don't work like this. It's time for you to show up.,
BJP,AMROHA,KANWAR SINGH TANWAR,1,Lotus,MALE,BJP govt from the starting has been working for the welfare of the people.,
INC,AMROHA,SACHIN CHOUDHARY,0,Hand,MALE,Poor do not get free ration,
YSRCP,ANAKAPALLI,Dr.Beesetti Venkata Satyavathi,1,Ceiling Fan,FEMALE,Need solutions for people during floods. The condition  is so bad during floods,
TDP,ANAKAPALLI,ADARI ANAND KUMAR,1,Bicycle,MALE,"Changeâ€™ Started In Andhra PradeshJagan should be very worried!For the position of not contesting elections only a few months ago to tight contest at many places, TDP has clearly improved.",
JnP,ANAKAPALLI,Chintala Partha Sarathi,1,Glass Tumbler,MALE,Janaseena party has collide with any other party Cannot sustain on its own,
NOTA,ANAKAPALLI,NOTA,1,,,ok,
BJP,ANAKAPALLI,Dr. Gandi Venkata Satyanarayana Rao (Dr Vikram),1,Lotus,MALE,"The number of good governance measures taken by the @narendramodiGovernment are innumerable. Let us keep working together, and through our collective spirit take India to even newer heights in the times to come.",
BJP,ANAND,PATEL MITESH RAMESHBHAI (BAKABHAI),1,Lotus,MALE,"The number of good governance measures taken by the @narendramodiGovernment are innumerable. Let us keep working together, and through our collective spirit take India to even newer heights in the times to come.",
INC,ANAND,BHARATBHAI MADHAVSINH SOLANKI,1,Hand,MALE,"Mughal period gone, so are the Britishers but I wonder if we ever get rid of #INC ?",
NOTA,ANAND,NOTA,0,,,not cooperative,
INC,ANANDPUR SAHIB,Manish Tewari,1,Hand,MALE,"Mughal period gone, so are the Britishers but I wonder if we ever get rid of #INC ?",
SAD,ANANDPUR SAHIB,Professor Prem Singh Chandumajra,1,Scales,MALE,In #Punjab situation is TOO bad for #AAP. Even C voter is #ditching AAP... Reducing the Imaginary edge of Aap  in every next survey....,
BSP,ANANDPUR SAHIB,Sodhi Vikram Singh,1,Elephant,MALE,We will keep raising the voices of our farmer brothers and will always fight for their rights.,
AAP,ANANDPUR SAHIB,Narinder Singh Shergill,1,Broom,MALE,AAIÂ has the privilege of deputing its specialists to many countries in the field of air traffic management,
NOTA,ANANDPUR SAHIB,NOTA,1,,,it was ok,
YSRCP,ANANTAPUR,TALARI RANGAIAH,1,Ceiling Fan,MALE,Need solutions for people during floods. The condition  is so bad during floods,
TDP,ANANTAPUR,J.C. PAVAN REDDY,1,Bicycle,MALE,TDP Continues To Surprise In This District,
INC,ANANTAPUR,K.RAJIV REDDY,0,Hand,MALE,"Loot, cheat, riot, betray, defraud, defame, terrorise, rape, murder, patronise underworld",
CPI(M),ANANTAPUR,D.JAGADEESH,1,Ears of Corn And Sickle,MALE,llegedly not behaving in a manner as expected of a State committee member of the party during the Assembly election time earlier this year.,
NOTA,ANANTAPUR,NOTA,1,,,it was average ,
JKN,ANANTNAG,HASNAIN MASOODI,1,Plough,MALE,The party was ok,
INC,ANANTNAG,GHULAM AHMAD MIR,0,Hand,MALE,"Loot, cheat, riot, betray, defraud, defame, terrorise, rape, murder, patronise underworld",
JKPDP,ANANTNAG,MEHBOOBA MUFTI,0,Ink Pot & Pen,FEMALE,Desecrating Indian constitution to dismember & disempower J&K was done only to please their voters. I hope they course correct here too & reverse the illegal changes made in J&K since August 2019.,
BJP,ANANTNAG,SOFI YOUSUF,1,Lotus,MALE,Big refugee land scam by ch lal singh ex #BJP  minister and his brother in kathua revenue department is also involved with land grabbers jk goverment does not take any action,
JPC,ANANTNAG,CH. ZAFFAR ALI,0,Apple,MALE,probe into alleged manipulation of elections by the US tech company.,
IND,ANANTNAG,GH. MOHD. WANI,0,Table,MALE,You will see big attempts to provoke dalits & many more cases will be created to generate unrest among #Dalits.This is bad,
INC,ANDAMAN & NICOBAR ISLANDS,KULDEEP RAI SHARMA,1,Hand,MALE,Support of radical leftovers of 1947,
BJP,ANDAMAN & NICOBAR ISLANDS,VISHAL JOLLY,1,Lotus,MALE,BJP govt from the starting has been working for the welfare of the people.,
IND,ANDAMAN & NICOBAR ISLANDS,PARITOSH KUMAR HALDAR,0,Helicopter,MALE,You will see big attempts to provoke dalits & many more cases will be created to generate unrest among #Dalits.This is bad,
AAP,ANDAMAN & NICOBAR ISLANDS,SANJAY MESHACK,1,Broom,MALE,Aam Aadmi Party inspired by the commendable work,
BSP,ANDAMAN & NICOBAR ISLANDS,PRAKASH MINJ,1,Elephant,MALE,"Will speed up Ram temple
It is very supportive to the people",
BJP,AONLA,DHARMENDRA KASHYAP,1,Lotus,MALE,BJP govt from the starting has been working for the welfare of the people.,
BSP,AONLA,RUCHIVIRA,1,Elephant,FEMALE,"And #BSP will fight with #BJP? Will speed up Ram temple, BSP promises Brahmins",
INC,AONLA,KUNWAR SARVARAJ SINGH,1,Hand,MALE,INC to play communal card to get support of radical leftovers of 1947 prior to UP elections .Expect peddling of more hate from #INC till UP elections,
DMK,ARAKKONAM,S. JAGATHRAKSHAKAN,1,Rising Sun,MALE,#DMK #TNgovt #Chennai roads stagnated with water. The people living very much dangerous to walk in the water. Last Rain  a child electrocuted and thistime cowsPoor Electric Wiring & exposed Electric Boxes without any safety #TamilNadu,
PMK,ARAKKONAM,A.K. MOORTHY,0,Mango,MALE,"#PMK Who are you to decide about this? First win the trust of the people of Tamil Nadu.
We all still remember the number of trees razed by your group. First your leaders should walk the talk. Their advices are only to people and your leaders are not Gods.",
IND,ARAKKONAM,N.G. PARTHIBAN,0,Gift Pack,MALE,You will see big attempts to provoke dalits & many more cases will be created to generate unrest among #Dalits.This is bad,
NTK,ARAKKONAM,Y.R. PAVENDHAN,1,Ganna Kisan,MALE,It was ok,
MNM,ARAKKONAM,"RAJENDRAN, N.",1,Battery Torch,MALE,fulfill the public wishe,
NOTA,ARAKKONAM,NOTA,1,,, cooperative,
AITC,ARAMBAGH,APARUPA PODDAR (AFRIN ALI),1,Flowers and Grass,FEMALE,Hindu homes were set on fire and bombs were hurled by Muslim mobs  in West Bengal. While #AITC goverment not taking strict actions against this act of vandalism by mob and on abuse of rights of Bengali Hindus.,
BJP,ARAMBAGH,TAPAN KUMAR RAY,1,Lotus,MALE,"I think it's important to take stock of this moment. Some thoughts: The #BJP remains the largest and strongest political force in #India, but we've seen them take some serious tumbles in recent months. First, West Bengal and then the ongoing farmers' protests. ",
CPI(M),ARAMBAGH,SAKTI MOHAN MALIK,1,"Hammer, Sickle and Star",MALE,Efforts were made to organise the working class with a revolutionary perspective leading to the formation of the first all India trade union centre ,
INC,ARAMBAGH,JYOTI KUMARI DAS,0,Hand,FEMALE,"Loot, cheat, riot, betray, defraud, defame, terrorise, rape, murder, patronise underworld",
NOTA,ARAMBAGH,NOTA,1,,,Leaders of this party were suppotive to the public,
INC,ARANI,VISHNU PRASAD M K,1,Hand,MALE,"Loot, cheat, riot, betray, defraud, defame, terrorise, rape, murder, patronise underworld",
AIADMK,ARANI,ELUMALAI V,1,Two Leaves,MALE,"will there be any action taken against people who paid the bribe money to secure jobs? 
",
IND,ARANI,SENTHAMIZHAN G,0,Gift Pack,MALE,You will see big attempts to provoke dalits & many more cases will be created to generate unrest among #Dalits.This is bad,
NTK,ARANI,TAMIZHARASI A,0,Ganna Kisan,FEMALE,They say I am attacking the poor by opposing the income that they get for 100,
NOTA,ARANI,NOTA,1,,,People casting their votes,
MNM,ARANI,SHAJI V,1,Battery Torch,MALE,"Wastes Rain water  Total water requirement for Chennai is 2300 million litre, shortage 1300 million litre.  #ChennaiFloods gave 70 CM water (700 million ltr water) has been wasted In 5 days in Nov 2021 but we evacuated to Sea instead of storing to increase the water table.",
BJP,ARARIA,PRADEEP KUMAR SINGH,1,Lotus,MALE,BJP govt from the starting has been working for the welfare of the people.,
RJD,ARARIA,SARFARAZ ALAM,0,Hurricane Lamp,MALE,"Manoj Jha slams Nitish Kumar for crime rate in Bihar, says incapable to govern state",
NOTA,ARARIA,NOTA,0,,,People casting their negative votes,
BJP,ARRAH,R. K. Singh,1,Lotus,MALE,BJP govt from the starting has been working for the welfare of the people.,
